Hierarchy;Name (location);Time/Call;Samples;Calls;% Time
  | +-;cv::videostab::InpainterBase::~InpainterBase();0ns;0;2;0.0
  +-;log.cpp;;0;;0.0
  | +-;_GLOBAL__sub_I__ZN2cv9videostab11LogToStdout5printEPKcz;0ns;0;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0;1;0.0
  | +-;cv::videostab::LogToStdout::print(char const*, ...);0ns;0;569;0.0
  +-;log.hpp;;0;;0.0
  | +-;cv::videostab::ILog::ILog();0ns;0;1;0.0
  | +-;cv::videostab::ILog::~ILog();0ns;0;1;0.0
  | +-;cv::videostab::LogToStdout::LogToStdout();0ns;0;1;0.0
  | +-;cv::videostab::LogToStdout::~LogToStdout();0ns;0;1;0.0
  | +-;cv::videostab::LogToStdout::~LogToStdout();0ns;0;1;0.0
  +-;motion_core.hpp;;0;;0.0
  | +-;cv::videostab::RansacParams::RansacParams();0ns;0;2;0.0
  | +-;cv::videostab::RansacParams::RansacParams(int, float, float, float);0ns;0;2;0.0
  | +-;cv::videostab::RansacParams::default2dMotion(cv::videostab::MotionModel);0ns;0;2;0.0
  | +-;cv::videostab::RansacParams::niters() const;0ns;0;526;0.0
  +-;motion_stabilizing.cpp;;0;;0.0
  | +-;_GLOBAL__sub_I__ZN2cv9videostab27MotionStabilizationPipeline9stabilizeEiRKSt6vectorINS_3MatESaIS3_EESt4pairIiiEPS3_;0ns;0;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0;1;0.0
  | +-;cv::videostab::GaussianMotionFilter::setParams(int, float);0ns;0;2;0.0
  | +-;cv::videostab::GaussianMotionFilter::stabilize(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&, std::pair<int, int>);0ns;0;527;0.0
  +-;motion_stabilizing.hpp;;0;;0.0
  | +-;cv::videostab::GaussianMotionFilter::GaussianMotionFilter(int, float);0ns;0;2;0.0
  | +-;cv::videostab::GaussianMotionFilter::~GaussianMotionFilter();0ns;0;2;0.0
  | +-;cv::videostab::GaussianMotionFilter::~GaussianMotionFilter();0ns;0;2;0.0
  | +-;cv::videostab::IMotionStabilizer::IMotionStabilizer();0ns;0;2;0.0
  | +-;cv::videostab::IMotionStabilizer::~IMotionStabilizer();0ns;0;2;0.0
  | +-;cv::videostab::MotionFilterBase::MotionFilterBase();0ns;0;2;0.0
  | +-;cv::videostab::MotionFilterBase::~MotionFilterBase();0ns;0;2;0.0
  +-;move.h;;0;;0.0
  | +-;cv::Mat* std::__addressof<cv::Mat>(cv::Mat&);0ns;0;5018;0.0
  | +-;void std::swap<cv::Point_<float>*>(cv::Point_<float>*&, cv::Point_<float>*&);0ns;0;25200;0.0
  | +-;cv::Point_<float>* std::__addressof<cv::Point_<float> >(cv::Point_<float>&);0ns;0;88322;0.0
  +-;new;;0;;0.0
  | +-;operator new(unsigned int, void*);0ns;0;175215;0.0
  +-;new_allocator.h;;0;;0.0
  | +-;__gnu_cxx::new_allocator<cv::KeyPoint>::deallocate(cv::KeyPoint*, unsigned int);0ns;0;1;0.0
  | +-;__gnu_cxx::new_allocator<cv::Ptr<cv::videostab::InpainterBase> >::new_allocator();0ns;0;1;0.0
  | +-;__gnu_cxx::new_allocator<cv::Ptr<cv::videostab::InpainterBase> >::~new_allocator();0ns;0;1;0.0
  | +-;__gnu_cxx::new_allocator<unsigned char>::deallocate(unsigned char*, unsigned int);0ns;0;1;0.0
  | +-;__gnu_cxx::new_allocator<cv::KeyPoint>::new_allocator();0ns;0;2;0.0
  | +-;__gnu_cxx::new_allocator<cv::KeyPoint>::~new_allocator();0ns;0;2;0.0
  | +-;__gnu_cxx::new_allocator<float>::allocate(unsigned int, void const*);0ns;0;2;0.0
  | +-;__gnu_cxx::new_allocator<float>::deallocate(float*, unsigned int);0ns;0;2;0.0
  | +-;__gnu_cxx::new_allocator<unsigned char>::new_allocator();0ns;0;2;0.0
  | +-;__gnu_cxx::new_allocator<unsigned char>::~new_allocator();0ns;0;2;0.0
  | +-;__gnu_cxx::new_allocator<float>::new_allocator();0ns;0;3;0.0
  | +-;__gnu_cxx::new_allocator<float>::~new_allocator();0ns;0;3;0.0
  | +-;__gnu_cxx::new_allocator<cv::Mat>::deallocate(cv::Mat*, unsigned int);0ns;0;5;0.0
  | +-;__gnu_cxx::new_allocator<cv::Mat>::new_allocator();0ns;0;5;0.0
  | +-;__gnu_cxx::new_allocator<cv::Mat>::~new_allocator();0ns;0;5;0.0
  | +-;__gnu_cxx::new_allocator<float>::max_size() const;0ns;0;6;0.0
  | +-;__gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int);0ns;0;526;0.0
  | +-;__gnu_cxx::new_allocator<int>::new_allocator();0ns;0;526;0.0
  | +-;__gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&);0ns;0;526;0.0
  | +-;__gnu_cxx::new_allocator<int>::~new_allocator();0ns;0;1052;0.0
  | +-;__gnu_cxx::new_allocator<cv::Mat>::allocate(unsigned int, void const*);0ns;0;1057;0.0
  | +-;__gnu_cxx::new_allocator<cv::Point_<float> >::new_allocator(__gnu_cxx::new_allocator<cv::Point_<float> > const&);0ns;0;2104;0.0
  | +-;__gnu_cxx::new_allocator<cv::Point_<float> >::new_allocator();0ns;0;2112;0.0
  | +-;__gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*);0ns;0;2630;0.0
  | +-;__gnu_cxx::new_allocator<cv::Mat>::max_size() const;0ns;0;3171;0.0
  | +-;__gnu_cxx::new_allocator<cv::Point_<float> >::~new_allocator();0ns;0;4216;0.0
  | +-;__gnu_cxx::new_allocator<cv::Point_<float> >::deallocate(cv::Point_<float>*, unsigned int);0ns;0;6316;0.0
  | +-;__gnu_cxx::new_allocator<int>::max_size() const;0ns;0;6838;0.0
  | +-;__gnu_cxx::new_allocator<cv::Point_<float> >::allocate(unsigned int, void const*);0ns;0;33141;0.0
  | +-;__gnu_cxx::new_allocator<cv::Point_<float> >::construct(cv::Point_<float>*, cv::Point_<float> const&);0ns;0;82280;0.0
  | +-;__gnu_cxx::new_allocator<cv::Point_<float> >::max_size() const;0ns;0;96263;0.0
  +-;optical_flow.cpp;;0;;0.0
  | +-;_GLOBAL__sub_I__ZN2cv9videostab27SparsePyrLkOptFlowEstimator3runERKNS_11_InputArrayES4_S4_RKNS_12_OutputArrayES7_S7_;0ns;0;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0;1;0.0
  | +-;cv::videostab::SparsePyrLkOptFlowEstimator::run(cv::_InputArray const&, cv::_InputArray const&, cv::_InputArray const&, cv::_OutputArray const&, cv::_OutputArray const&, cv::_OutputArray const&);0ns;0;526;0.0
  +-;optical_flow.hpp;;0;;0.0
  | +-;cv::videostab::ISparseOptFlowEstimator::ISparseOptFlowEstimator();0ns;0;2;0.0
  | +-;cv::videostab::ISparseOptFlowEstimator::~ISparseOptFlowEstimator();0ns;0;2;0.0
  | +-;cv::videostab::PyrLkOptFlowEstimatorBase::PyrLkOptFlowEstimatorBase();0ns;0;2;0.0
  | +-;cv::videostab::PyrLkOptFlowEstimatorBase::setMaxLevel(int);0ns;0;2;0.0
  | +-;cv::videostab::PyrLkOptFlowEstimatorBase::setWinSize(cv::Size_<int>);0ns;0;2;0.0
  | +-;cv::videostab::PyrLkOptFlowEstimatorBase::~PyrLkOptFlowEstimatorBase();0ns;0;2;0.0
  | +-;cv::videostab::SparsePyrLkOptFlowEstimator::SparsePyrLkOptFlowEstimator();0ns;0;2;0.0
  | +-;cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator();0ns;0;2;0.0
  | +-;cv::videostab::SparsePyrLkOptFlowEstimator::~SparsePyrLkOptFlowEstimator();0ns;0;2;0.0
  +-;outlier_rejection.cpp;;0;;0.0
  | +-;_GLOBAL__sub_I__ZN2cv9videostab19NullOutlierRejector7processENS_5Size_IiEERKNS_11_InputArrayES6_RKNS_12_OutputArrayE;0ns;0;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0;1;0.0
  +-;outlier_rejection.hpp;;0;;0.0
  | +-;cv::videostab::IOutlierRejector::IOutlierRejector();0ns;0;3;0.0
  | +-;cv::videostab::IOutlierRejector::~IOutlierRejector();0ns;0;3;0.0
  | +-;cv::videostab::NullOutlierRejector::NullOutlierRejector();0ns;0;3;0.0
  | +-;cv::videostab::NullOutlierRejector::~NullOutlierRejector();0ns;0;3;0.0
  | +-;cv::videostab::NullOutlierRejector::~NullOutlierRejector();0ns;0;3;0.0
  +-;precomp.hpp;;0;;0.0
  | +-;sqr(float);0ns;0;2201292;0.0
  +-;ring_buffer.hpp;;0;;0.0
  | +-;cv::Mat& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> >&);0ns;0;4413;0.0
  | +-;cv::Mat const& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> > const&);0ns;0;820527;0.0
  +-;stabilizer.cpp;;0;;0.0
  | +-;_GLOBAL__sub_I__ZN2cv9videostab14StabilizerBaseC2Ev;0ns;0;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0;1;0.0
  | +-;cv::videostab::OnePassStabilizer::OnePassStabilizer();0ns;0;1;0.0
  | +-;cv::videostab::OnePassStabilizer::reset();0ns;0;1;0.0
  | +-;cv::videostab::OnePassStabilizer::setUp(cv::Mat const&);0ns;0;1;0.0
  | +-;cv::videostab::StabilizerBase::StabilizerBase();0ns;0;1;0.0
  | +-;cv::videostab::StabilizerBase::logProcessingTime();0ns;0;1;0.0
  | +-;cv::videostab::StabilizerBase::reset();0ns;0;1;0.0
  | +-;cv::videostab::StabilizerBase::setUp(cv::Mat const&);0ns;0;1;0.0
  | +-;cv::videostab::OnePassStabilizer::estimateMotion();0ns;0;526;0.0
  | +-;cv::videostab::OnePassStabilizer::estimateStabilizationMotion();0ns;0;527;0.0
  | +-;cv::videostab::OnePassStabilizer::postProcessFrame(cv::Mat const&);0ns;0;527;0.0
  | +-;cv::videostab::StabilizerBase::postProcessFrame(cv::Mat const&);0ns;0;527;0.0
  | +-;cv::videostab::StabilizerBase::stabilizeFrame();0ns;0;527;0.0
  | +-;cv::videostab::StabilizerBase::nextStabilizedFrame();0ns;0;528;0.0
  | +-;cv::videostab::StabilizerBase::doOneIteration();0ns;0;567;0.0
  +-;stabilizer.hpp;;0;;0.0
  | +-;cv::videostab::OnePassStabilizer::~OnePassStabilizer();0ns;0;1;0.0
  | +-;cv::videostab::OnePassStabilizer::~OnePassStabilizer();0ns;0;1;0.0
  | +-;cv::videostab::StabilizerBase::motionEstimator() const;0ns;0;1;0.0
  | +-;cv::videostab::StabilizerBase::setDeblurer(cv::Ptr<cv::videostab::DeblurerBase>);0ns;0;1;0.0
  | +-;cv::videostab::StabilizerBase::setInpainter(cv::Ptr<cv::videostab::InpainterBase>);0ns;0;1;0.0
  | +-;cv::videostab::StabilizerBase::setLog(cv::Ptr<cv::videostab::ILog>);0ns;0;1;0.0
  | +-;cv::videostab::StabilizerBase::~StabilizerBase();0ns;0;1;0.0
  | +-;cv::videostab::OnePassStabilizer::setMotionFilter(cv::Ptr<cv::videostab::MotionFilterBase>);0ns;0;2;0.0
  | +-;cv::videostab::StabilizerBase::setBorderMode(int);0ns;0;2;0.0
  | +-;cv::videostab::StabilizerBase::setCorrectionForInclusion(bool);0ns;0;2;0.0
  | +-;cv::videostab::StabilizerBase::setFrameSource(cv::Ptr<cv::videostab::IFrameSource>);0ns;0;2;0.0
  | +-;cv::videostab::StabilizerBase::setMotionEstimator(cv::Ptr<cv::videostab::ImageMotionEstimatorBase>);0ns;0;2;0.0
  | +-;cv::videostab::StabilizerBase::setRadius(int);0ns;0;2;0.0
  | +-;cv::videostab::StabilizerBase::setTrimRatio(float);0ns;0;2;0.0
  | +-;cv::videostab::OnePassStabilizer::nextFrame();0ns;0;528;0.0
  +-;stl_algobase.h;;0;;0.0
  | +-;__gnu_cxx::__enable_if<std::__is_scalar<float>::__value, float*>::__type std::__fill_n_a<float*, unsigned int, float>(float*, unsigned int, float const&);0ns;0;2;0.0
  | +-;float* std::fill_n<float*, unsigned int, float>(float*, unsigned int, float const&);0ns;0;2;0.0
  | +-;float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*);0ns;0;4;0.0
  | +-;float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*);0ns;0;4;0.0
  | +-;float* std::__copy_move_a<false, float*, float*>(float*, float*, float*);0ns;0;4;0.0
  | +-;float* std::copy<float*, float*>(float*, float*, float*);0ns;0;4;0.0
  | +-;std::_Miter_base<float*>::iterator_type std::__miter_base<float*>(float*);0ns;0;8;0.0
  | +-;std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*);0ns;0;14;0.0
  | +-;int const& std::max<int>(int const&, int const&);0ns;0;527;0.0
  | +-;int const& std::min<int>(int const&, int const&);0ns;0;527;0.0
  | +-;__gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned int, int>(int*, unsigned int, int const&);0ns;0;2630;0.0
  | +-;int* std::fill_n<int*, unsigned int, int>(int*, unsigned int, int const&);0ns;0;2630;0.0
  | +-;int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*);0ns;0;4208;0.0
  | +-;int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*);0ns;0;4208;0.0
  | +-;int* std::__copy_move_a<false, int*, int*>(int*, int*, int*);0ns;0;4208;0.0
  | +-;int* std::copy<int*, int*>(int*, int*, int*);0ns;0;4208;0.0
  | +-;std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*);0ns;0;8416;0.0
  | +-;std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*);0ns;0;15254;0.0
  | +-;unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&);0ns;0;34198;0.0
  +-;stl_iterator.h;;0;;0.0
  | +-;bool __gnu_cxx::operator==<cv::Ptr<cv::videostab::InpainterBase> const*, std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > > >(__gnu_cxx::__normal_iterator<cv::Ptr<cv::videostab::InpainterBase> const*, std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > > > const&, __gnu_cxx::__normal_iterator<cv::Ptr<cv::videostab::InpainterBase> const*, std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > > > const&);0ns;0;1;0.0
  | +-;__gnu_cxx::__normal_iterator<cv::Ptr<cv::videostab::InpainterBase> const*, std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > > >::__normal_iterator(cv::Ptr<cv::videostab::InpainterBase> const* const&);0ns;0;2;0.0
  | +-;__gnu_cxx::__normal_iterator<cv::Ptr<cv::videostab::InpainterBase> const*, std::vector<cv::Ptr<cv::videostab::InpainterBase>, std::allocator<cv::Ptr<cv::videostab::InpainterBase> > > >::base() const;0ns;0;2;0.0
  | +-;__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&);0ns;0;2;0.0
  | +-;__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&);0ns;0;4;0.0
  | +-;__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const;0ns;0;8;0.0
  | +-;__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::difference_type __gnu_cxx::operator-<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&);0ns;0;1057;0.0
  | +-;__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::__normal_iterator(cv::Mat* const&);0ns;0;1062;0.0
  | +-;__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&);0ns;0;2104;0.0
  | +-;__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&);0ns;0;2104;0.0
  | +-;__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::base() const;0ns;0;4228;0.0
  | +-;__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const;0ns;0;8416;0.0
  | +-;__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::difference_type __gnu_cxx::operator-<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > > const&);0ns;0;31035;0.0
  | +-;__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::__normal_iterator(cv::Point_<float>* const&);0ns;0;32088;0.0
  | +-;__gnu_cxx::__normal_iterator<cv::Point_<float>*, std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > > >::base() const;0ns;0;124140;0.0
  | +-;__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const;;0;;0.0
  |   +-;__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const (stl_iterator.h:793);;0;;0.0
  |     +-;0x806f670;;0;;0.0
  +-;stl_iterator_base_types.h;;0;;0.0
  | +-;std::_Iter_base<float*, false>::_S_base(float*);0ns;0;22;0.0
  | +-;std::_Iter_base<int*, false>::_S_base(int*);0ns;0;23670;0.0
  +-;stl_pair.h;;0;;0.0
  | +-;std::pair<int, int> std::make_pair<int, int>(int, int);0ns;0;527;0.0
  | +-;std::pair<int, int>::pair(int const&, int const&);0ns;0;527;0.0
  +-;stl_uninitialized.h;;0;;0.0
  | +-;void std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned int, float>(float*, unsigned int, float const&);0ns;0;2;0.0
  | +-;void std::__uninitialized_fill_n_a<float*, unsigned int, float, float>(float*, unsigned int, float const&, std::allocator<float>&);0ns;0;2;0.0
  | +-;void std::uninitialized_fill_n<float*, unsigned int, float>(float*, unsigned int, float const&);0ns;0;2;0.0
  | +-;float* std::__uninitialized_copy<true>::__uninit_copy<float*, float*>(float*, float*, float*);0ns;0;4;0.0
  | +-;float* std::__uninitialized_copy_a<float*, float*, float>(float*, float*, float*, std::allocator<float>&);0ns;0;4;0.0
  | +-;float* std::__uninitialized_move_if_noexcept_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&);0ns;0;4;0.0
  | +-;float* std::uninitialized_copy<float*, float*>(float*, float*, float*);0ns;0;4;0.0
  | +-;void std::__uninitialized_fill_n<false>::__uninit_fill_n<cv::Mat*, unsigned int, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&);0ns;0;1057;0.0
  | +-;void std::__uninitialized_fill_n_a<cv::Mat*, unsigned int, cv::Mat, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&, std::allocator<cv::Mat>&);0ns;0;1057;0.0
  | +-;void std::uninitialized_fill_n<cv::Mat*, unsigned int, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&);0ns;0;1057;0.0
  | +-;cv::Mat* std::__uninitialized_copy<false>::__uninit_copy<cv::Mat*, cv::Mat*>(cv::Mat*, cv::Mat*, cv::Mat*);0ns;0;2114;0.0
  | +-;cv::Mat* std::__uninitialized_copy_a<cv::Mat*, cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&);0ns;0;2114;0.0
  | +-;cv::Mat* std::__uninitialized_move_if_noexcept_a<cv::Mat*, cv::Mat*, std::allocator<cv::Mat> >(cv::Mat*, cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&);0ns;0;2114;0.0
  | +-;cv::Mat* std::uninitialized_copy<cv::Mat*, cv::Mat*>(cv::Mat*, cv::Mat*, cv::Mat*);0ns;0;2114;0.0
  | +-;void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned int, int>(int*, unsigned int, int const&);0ns;0;2630;0.0
  | +-;void std::__uninitialized_fill_n_a<int*, unsigned int, int, int>(int*, unsigned int, int const&, std::allocator<int>&);0ns;0;2630;0.0
  | +-;void std::uninitialized_fill_n<int*, unsigned int, int>(int*, unsigned int, int const&);0ns;0;2630;0.0
  | +-;void std::__uninitialized_fill_n<false>::__uninit_fill_n<cv::Point_<float>*, unsigned int, cv::Point_<float> >(cv::Point_<float>*, unsigned int, cv::Point_<float> const&);0ns;0;3157;0.0
  | +-;void std::__uninitialized_fill_n_a<cv::Point_<float>*, unsigned int, cv::Point_<float>, cv::Point_<float> >(cv::Point_<float>*, unsigned int, cv::Point_<float> const&, std::allocator<cv::Point_<float> >&);0ns;0;3157;0.0
  | +-;void std::uninitialized_fill_n<cv::Point_<float>*, unsigned int, cv::Point_<float> >(cv::Point_<float>*, unsigned int, cv::Point_<float> const&);0ns;0;3157;0.0
  | +-;int* std::__uninitialized_copy<true>::__uninit_copy<int*, int*>(int*, int*, int*);0ns;0;4208;0.0
  | +-;int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&);0ns;0;4208;0.0
  | +-;int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&);0ns;0;4208;0.0
  | +-;int* std::uninitialized_copy<int*, int*>(int*, int*, int*);0ns;0;4208;0.0
  | +-;cv::Point_<float>* std::__uninitialized_move_if_noexcept_a<cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> > >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&);0ns;0;62070;0.0
  | +-;cv::Point_<float>* std::__uninitialized_copy<false>::__uninit_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*);0ns;0;62072;0.0
  | +-;cv::Point_<float>* std::__uninitialized_copy_a<cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float> >(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*, std::allocator<cv::Point_<float> >&);0ns;0;62072;0.0
  | +-;cv::Point_<float>* std::uninitialized_copy<cv::Point_<float>*, cv::Point_<float>*>(cv::Point_<float>*, cv::Point_<float>*, cv::Point_<float>*);0ns;0;62072;0.0
  +-;videostab.cpp;;0;;0.0
  | +-;MotionEstimatorRansacL2Builder::build();0ns;0;1;0.0
  | +-;_GLOBAL__sub_I_stabilizedFrames;0ns;0;1;0.0
  | +-;__static_initialization_and_destruction_0(int, int);0ns;0;1;0.0
  | +-;motionModel(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);0ns;0;1;0.0
  | +-;run();0ns;0;1;0.0
  | +-;IMotionEstimatorBuilder::IMotionEstimatorBuilder(cv::CommandLineParser&);0ns;0;2;0.0
  | +-;IMotionEstimatorBuilder::~IMotionEstimatorBuilder();0ns;0;2;0.0
  | +-;MotionEstimatorRansacL2Builder::MotionEstimatorRansacL2Builder(cv::CommandLineParser&, bool, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);0ns;0;2;0.0
  | +-;MotionEstimatorRansacL2Builder::~MotionEstimatorRansacL2Builder();0ns;0;2;0.0
  | +-;MotionEstimatorRansacL2Builder::~MotionEstimatorRansacL2Builder();0ns;0;2;0.0
  | +-;main;;0;0;0.0
  +-;wobble_suppression.cpp;;0;;0.0
    +-;_GLOBAL__sub_I__ZN2cv9videostab20WobbleSuppressorBaseC2Ev;0ns;0;1;0.0
    +-;__static_initialization_and_destruction_0(int, int);0ns;0;1;0.0
