Hierarchy	Name (location)	Time/Call	Samples	Calls	% Time
  | +-	children	0ns	0	10	0
  |   +-	std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	5	0
  |   +-	void std::_Destroy<cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) (stl_construct.h:152)	0ns	0	5	0
  +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&)	0ns	0	5	0
  | +-	parents	0ns	0	5	0
  | | +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (stl_vector.h:1004)	0ns	0	5	0
  | +-	children	0ns	0	15855	0
  |   +-	__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::difference_type __gnu_cxx::operator-<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) (stl_iterator.h:898)	0ns	0	1057	0
  |   +-	std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_allocate(unsigned int) (stl_vector.h:168)	0ns	0	1057	0
  |   +-	std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_deallocate(cv::Mat*, unsigned int) (stl_vector.h:172)	0ns	0	1057	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1303)	0ns	0	1057	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::begin() (stl_vector.h:518)	0ns	0	1057	0
  |   +-	void std::_Destroy<cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) (stl_construct.h:152)	0ns	0	1057	0
  |   +-	void std::__uninitialized_fill_n_a<cv::Mat*, unsigned int, cv::Mat, cv::Mat>(cv::Mat*, unsigned int, cv::Mat const&, std::allocator<cv::Mat>&) (stl_uninitialized.h:334)	0ns	0	1057	0
  |   +-	__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::base() const (stl_iterator.h:792)	0ns	0	2114	0
  |   +-	cv::Mat* std::__uninitialized_move_if_noexcept_a<cv::Mat*, cv::Mat*, std::allocator<cv::Mat> >(cv::Mat*, cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) (stl_uninitialized.h:276)	0ns	0	2114	0
  |   +-	std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	4228	0
  +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::clear()	0ns	0	5	0
  | +-	children	0ns	0	5	0
  | | +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_erase_at_end(cv::Mat*) (stl_vector.h:1317)	0ns	0	5	0
  | +-	parents	0ns	0	5	0
  |   +-	cv::videostab::StabilizerBase::reset() (stabilizer.cpp:81)	0ns	0	5	0
  +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::end()	0ns	0	5	0
  | +-	children	0ns	0	5	0
  | | +-	__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::__normal_iterator(cv::Mat* const&) (stl_iterator.h:728)	0ns	0	5	0
  | +-	parents	0ns	0	5	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::resize(unsigned int, cv::Mat) (stl_vector.h:687)	0ns	0	5	0
  +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&)	0ns	0	5	0
  | +-	children	0ns	0	5	0
  | | +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_fill_insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (vector.tcc:439)	0ns	0	5	0
  | +-	parents	0ns	0	5	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::resize(unsigned int, cv::Mat) (stl_vector.h:687)	0ns	0	5	0
  +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::resize(unsigned int, cv::Mat)	0ns	0	5	0
  | +-	parents	0ns	0	5	0
  | | +-	cv::videostab::OnePassStabilizer::setUp(cv::Mat const&) (stabilizer.cpp:275)	0ns	0	5	0
  | +-	children	0ns	0	20	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::end() (stl_vector.h:536)	0ns	0	5	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, unsigned int, cv::Mat const&) (stl_vector.h:1003)	0ns	0	5	0
  |   +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::size() const (stl_vector.h:625)	0ns	0	10	0
  +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::vector()	0ns	0	5	0
  | +-	children	0ns	0	5	0
  | | +-	std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_Vector_base() (stl_vector.h:125)	0ns	0	5	0
  | +-	parents	0ns	0	5	0
  |   +-	cv::videostab::StabilizerBase::StabilizerBase() (stabilizer.cpp:57)	0ns	0	5	0
  +-	std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector()	0ns	0	5	0
  | +-	parents	0ns	0	5	0
  | | +-	cv::videostab::StabilizerBase::~StabilizerBase() (stabilizer.hpp:66)	0ns	0	5	0
  | +-	children	0ns	0	15	0
  |   +-	std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator() (stl_vector.h:114)	0ns	0	5	0
  |   +-	std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::~_Vector_base() (stl_vector.h:160)	0ns	0	5	0
  |   +-	void std::_Destroy<cv::Mat*, cv::Mat>(cv::Mat*, cv::Mat*, std::allocator<cv::Mat>&) (stl_construct.h:152)	0ns	0	5	0
  +-	__gnu_cxx::new_allocator<float>::max_size() const	0ns	0	6	0
  | +-	parents	0ns	0	6	0
  |   +-	__gnu_cxx::new_allocator<float>::allocate(unsigned int, void const*) (new_allocator.h:91)	0ns	0	2	0
  |   +-	__gnu_cxx::__alloc_traits<std::allocator<float> >::max_size(std::allocator<float> const&) (alloc_traits.h:208)	0ns	0	4	0
  +-	bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)	0ns	0	6	0
  | +-	children	0ns	0	6	0
  | | +-	bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) (basic_string.h:2516)	0ns	0	6	0
  | +-	parents	0ns	0	6	0
  |   +-	MotionEstimatorRansacL2Builder::build() (videostab.cpp:198)	0ns	0	2	0
  |   +-	main (videostab.cpp:464)	0ns	0	4	0
  +-	cv::Ptr<IMotionEstimatorBuilder>::release()	0ns	0	6	0
  | +-	children	0ns	0	2	0
  | | +-	cv::Ptr<IMotionEstimatorBuilder>::delete_obj() (operations.hpp:2611)	0ns	0	2	0
  | +-	parents	0ns	0	6	0
  |   +-	cv::Ptr<IMotionEstimatorBuilder>::operator=(cv::Ptr<IMotionEstimatorBuilder> const&) (operations.hpp:2630)	0ns	0	2	0
  |   +-	cv::Ptr<IMotionEstimatorBuilder>::~Ptr() (operations.hpp:2616)	0ns	0	4	0
  +-	cv::Ptr<cv::videostab::IOutlierRejector>::~Ptr()	0ns	0	6	0
  | +-	children	0ns	0	6	0
  | | +-	cv::Ptr<cv::videostab::IOutlierRejector>::release() (operations.hpp:2600)	0ns	0	6	0
  | +-	parents	0ns	0	6	0
  |   +-	MotionEstimatorRansacL2Builder::build() (videostab.cpp:229)	0ns	0	2	0
  |   +-	cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:671)	0ns	0	2	0
  |   +-	cv::videostab::KeypointBasedMotionEstimator::~KeypointBasedMotionEstimator() (global_motion.hpp:172)	0ns	0	2	0
  +-	cv::Ptr<cv::videostab::ISparseOptFlowEstimator>::release()	0ns	0	6	0
  | +-	children	0ns	0	2	0
  | | +-	cv::Ptr<cv::videostab::ISparseOptFlowEstimator>::delete_obj() (operations.hpp:2611)	0ns	0	2	0
  | +-	parents	0ns	0	6	0
  |   +-	cv::Ptr<cv::videostab::ISparseOptFlowEstimator>::operator=(cv::Ptr<cv::videostab::ISparseOptFlowEstimator> const&) (operations.hpp:2631)	0ns	0	2	0
  |   +-	cv::Ptr<cv::videostab::ISparseOptFlowEstimator>::~Ptr() (operations.hpp:2616)	0ns	0	4	0
  +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::release()	0ns	0	6	0
  | +-	children	0ns	0	2	0
  | | +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::delete_obj() (operations.hpp:2611)	0ns	0	2	0
  | +-	parents	0ns	0	6	0
  |   +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::operator=(cv::Ptr<cv::videostab::ImageMotionEstimatorBase> const&) (operations.hpp:2630)	0ns	0	2	0
  |   +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::~Ptr() (operations.hpp:2616)	0ns	0	4	0
  +-	void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&)	0ns	0	6	0
  | +-	children	0ns	0	6	0
  | | +-	void std::_Destroy<float*>(float*, float*) (stl_construct.h:124)	0ns	0	6	0
  | +-	parents	0ns	0	6	0
  |   +-	std::vector<float, std::allocator<float> >::_M_erase_at_end(float*) (stl_vector.h:1319)	0ns	0	1	0
  |   +-	std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:515)	0ns	0	2	0
  |   +-	std::vector<float, std::allocator<float> >::~vector() (stl_vector.h:403)	0ns	0	3	0
  +-	void std::_Destroy<float*>(float*, float*)	0ns	0	6	0
  | +-	children	0ns	0	6	0
  | | +-	void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) (stl_construct.h:114)	0ns	0	6	0
  | +-	parents	0ns	0	6	0
  |   +-	void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) (stl_construct.h:156)	0ns	0	6	0
  +-	void std::_Destroy_aux<true>::__destroy<float*>(float*, float*)	0ns	0	6	0
  | +-	parents	0ns	0	6	0
  |   +-	void std::_Destroy<float*>(float*, float*) (stl_construct.h:128)	0ns	0	6	0
  +-	std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)	0ns	0	7	0
  | +-	parents	0ns	0	7	0
  |   +-	MotionEstimatorRansacL2Builder::build() (videostab.cpp:195)	0ns	0	7	0
  +-	__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const	0ns	0	8	0
  | +-	parents	0ns	0	8	0
  |   +-	__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) (stl_iterator.h:900)	0ns	0	4	0
  |   +-	std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:491)	0ns	0	4	0
  +-	cv::Ptr<cv::FeatureDetector>::release()	0ns	0	8	0
  | +-	children	0ns	0	3	0
  | | +-	cv::Ptr<cv::FeatureDetector>::delete_obj() (operations.hpp:2611)	0ns	0	3	0
  | +-	parents	0ns	0	8	0
  |   +-	cv::Ptr<cv::FeatureDetector>::operator=(cv::Ptr<cv::FeatureDetector> const&) (operations.hpp:2630)	0ns	0	3	0
  |   +-	cv::Ptr<cv::FeatureDetector>::~Ptr() (operations.hpp:2616)	0ns	0	5	0
  +-	std::_Miter_base<float*>::iterator_type std::__miter_base<float*>(float*)	0ns	0	8	0
  | +-	children	0ns	0	8	0
  | | +-	std::_Iter_base<float*, false>::_S_base(float*) (stl_iterator_base_types.h:213)	0ns	0	8	0
  | +-	parents	0ns	0	8	0
  |   +-	float* std::copy<float*, float*>(float*, float*, float*) (stl_algobase.h:454)	0ns	0	8	0
  +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_base()	0ns	0	8	0
  | +-	children	0ns	0	8	0
  | | +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::_Vector_impl() (stl_vector.h:87)	0ns	0	8	0
  | +-	parents	0ns	0	8	0
  |   +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::vector() (stl_vector.h:247)	0ns	0	8	0
  +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_impl::_Vector_impl()	0ns	0	8	0
  | +-	children	0ns	0	8	0
  | | +-	std::allocator<cv::Point_<float> >::allocator() (allocator.h:104)	0ns	0	8	0
  | +-	parents	0ns	0	8	0
  |   +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_base() (stl_vector.h:126)	0ns	0	8	0
  +-	std::vector<cv::Point_<float>, std::allocator<cv::Point_<float> > >::vector()	0ns	0	8	0
  | +-	children	0ns	0	8	0
  | | +-	std::_Vector_base<cv::Point_<float>, std::allocator<cv::Point_<float> > >::_Vector_base() (stl_vector.h:125)	0ns	0	8	0
  | +-	parents	0ns	0	8	0
  |   +-	cv::videostab::KeypointBasedMotionEstimator::KeypointBasedMotionEstimator(cv::Ptr<cv::videostab::MotionEstimatorBase>) (global_motion.cpp:667)	0ns	0	8	0
  +-	cv::Ptr<cv::videostab::IOutlierRejector>::release()	0ns	0	9	0
  | +-	children	0ns	0	3	0
  | | +-	cv::Ptr<cv::videostab::IOutlierRejector>::delete_obj() (operations.hpp:2611)	0ns	0	3	0
  | +-	parents	0ns	0	9	0
  |   +-	cv::Ptr<cv::videostab::IOutlierRejector>::operator=(cv::Ptr<cv::videostab::IOutlierRejector> const&) (operations.hpp:2630)	0ns	0	3	0
  |   +-	cv::Ptr<cv::videostab::IOutlierRejector>::~Ptr() (operations.hpp:2616)	0ns	0	6	0
  +-	cv::Ptr<cv::videostab::IFrameSource>::release()	0ns	0	10	0
  | +-	children	0ns	0	4	0
  | | +-	cv::Ptr<cv::videostab::IFrameSource>::delete_obj() (operations.hpp:2611)	0ns	0	4	0
  | +-	parents	0ns	0	10	0
  |   +-	main (videostab.cpp:542)	0ns	0	1	0
  |   +-	cv::Ptr<cv::videostab::IFrameSource>::operator=(cv::Ptr<cv::videostab::IFrameSource> const&) (operations.hpp:2630)	0ns	0	3	0
  |   +-	cv::Ptr<cv::videostab::IFrameSource>::~Ptr() (operations.hpp:2616)	0ns	0	6	0
  +-	std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator()	0ns	0	12	0
  | +-	parents	0ns	0	12	0
  |   +-	std::vector<float, std::allocator<float> >::_M_erase_at_end(float*) (stl_vector.h:1319)	0ns	0	1	0
  |   +-	std::vector<float, std::allocator<float> >::~vector() (stl_vector.h:403)	0ns	0	3	0
  |   +-	std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned int, float const&) (vector.tcc:486)	0ns	0	8	0
  +-	std::vector<float, std::allocator<float> >::size() const	0ns	0	12	0
  | +-	parents	0ns	0	12	0
  |   +-	std::vector<float, std::allocator<float> >::resize(unsigned int, float) (stl_vector.h:686)	0ns	0	4	0
  |   +-	std::vector<float, std::allocator<float> >::_M_check_len(unsigned int, char const*) const (stl_vector.h:1305)	0ns	0	8	0
  +-	std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*)	0ns	0	14	0
  | +-	children	0ns	0	14	0
  | | +-	std::_Iter_base<float*, false>::_S_base(float*) (stl_iterator_base_types.h:213)	0ns	0	14	0
  | +-	parents	0ns	0	14	0
  |   +-	float* std::fill_n<float*, unsigned int, float>(float*, unsigned int, float const&) (stl_algobase.h:780)	0ns	0	2	0
  |   +-	float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*) (stl_algobase.h:422)	0ns	0	12	0
  +-	std::_Iter_base<float*, false>::_S_base(float*)	0ns	0	22	0
  | +-	parents	0ns	0	22	0
  |   +-	std::_Miter_base<float*>::iterator_type std::__miter_base<float*>(float*) (stl_algobase.h:283)	0ns	0	8	0
  |   +-	std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) (stl_algobase.h:272)	0ns	0	14	0
  +-	std::basic_string<char, std::char_traits<char>, std::allocator<char> > cv::CommandLineParser::get<std::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) const	0ns	0	30	0
  | +-	parents	0ns	0	30	0
  |   +-	MotionEstimatorRansacL2Builder::build() (videostab.cpp:195)	0ns	0	4	0
  |   +-	main (videostab.cpp:338)	0ns	0	26	0
  +-	bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)	0ns	0	31	0
  | +-	parents	0ns	0	31	0
  |   +-	MotionEstimatorRansacL2Builder::build() (videostab.cpp:208)	0ns	0	1	0
  |   +-	motionModel(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) (videostab.cpp:549)	0ns	0	5	0
  |   +-	bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) (basic_string.h:2555)	0ns	0	6	0
  |   +-	main (videostab.cpp:345)	0ns	0	19	0
  +-	std::exp(float)	0ns	0	112	0
  | +-	parents	0ns	0	112	0
  |   +-	cv::videostab::GaussianMotionFilter::setParams(int, float) (motion_stabilizing.cpp:101)	0ns	0	112	0
  +-	void std::_Destroy<cv::Mat>(cv::Mat*)	0ns	0	405	0
  | +-	children	172.839us	7	405	4.6666665
  | | +-	cv::Mat::~Mat() (mat.hpp:274)	172.839us	7	405	4.6666665
  | +-	parents	0ns	0	405	0
  |   +-	void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*) (stl_construct.h:105)	0ns	0	405	0
  +-	__gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) (stl_vector.h:175)	0ns	0	526	0
  +-	__gnu_cxx::new_allocator<int>::new_allocator()	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	std::allocator<int>::allocator() (allocator.h:104)	0ns	0	526	0
  +-	__gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	std::allocator<int>::allocator(std::allocator<int> const&) (allocator.h:107)	0ns	0	526	0
  +-	cv::Ptr<cv::FeatureDetector>::operator->()	0ns	0	526	0
  | +-	parents	19.011us	1	526	0.6666667
  |   +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:678)	19.011us	1	526	0.6666667
  +-	cv::Ptr<cv::videostab::IOutlierRejector>::operator cv::videostab::IOutlierRejector*()	0ns	0	526	0
  | +-	parents	19.011us	1	526	0.6666667
  |   +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:704)	19.011us	1	526	0.6666667
  +-	cv::Ptr<cv::videostab::ISparseOptFlowEstimator>::operator->()	0ns	0	526	0
  | +-	parents	19.011us	1	526	0.6666667
  |   +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:686)	19.011us	1	526	0.6666667
  +-	cv::RNG::RNG(unsigned long long)	0ns	0	526	0
  | +-	parents	114.068us	6	526	4
  |   +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:376)	114.068us	6	526	4
  +-	cv::TermCriteria::TermCriteria(int, int, double)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	cv::videostab::SparsePyrLkOptFlowEstimator::run(cv::_InputArray const&, cv::_InputArray const&, cv::_InputArray const&, cv::_OutputArray const&, cv::_OutputArray const&, cv::_OutputArray const&) (optical_flow.cpp:59)	0ns	0	526	0
  +-	cv::_InputArray::_InputArray<unsigned char>(std::vector<unsigned char, std::allocator<unsigned char> > const&)	0ns	0	526	0
  | +-	children	0ns	0	526	0
  | | +-	cv::Size_<int>::Size_() (operations.hpp:1848)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	cv::_OutputArray::_OutputArray<unsigned char>(std::vector<unsigned char, std::allocator<unsigned char> >&) (mat.hpp:1141)	0ns	0	526	0
  +-	cv::_OutputArray::_OutputArray<unsigned char>(std::vector<unsigned char, std::allocator<unsigned char> >&)	0ns	0	526	0
  | +-	parents	19.011us	1	526	0.6666667
  | | +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:686)	19.011us	1	526	0.6666667
  | +-	children	0ns	0	526	0
  |   +-	cv::_InputArray::_InputArray<unsigned char>(std::vector<unsigned char, std::allocator<unsigned char> > const&) (mat.hpp:1119)	0ns	0	526	0
  +-	cv::videostab::OnePassStabilizer::estimateMotion()	0ns	0	526	0
  | +-	children	4.752us	1	2104	0.6666667
  | | +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:676)	19.011us	1	526	0.6666667
  | | +-	cv::Ptr<cv::videostab::ImageMotionEstimatorBase>::operator->() (operations.hpp:2636)	0ns	0	526	0
  | | +-	cv::Mat& cv::videostab::at<cv::Mat>(int, std::vector<cv::Mat, std::allocator<cv::Mat> >&) (ring_buffer.hpp:54)	0ns	0	1052	0
  | +-	parents	0ns	0	526	0
  |   +-	cv::videostab::StabilizerBase::doOneIteration() (stabilizer.cpp:129)	0ns	0	526	0
  +-	cv::videostab::RansacParams::niters() const	0ns	0	526	0
  | +-	parents	114.068us	6	526	4
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:363)	114.068us	6	526	4
  | +-	children	0ns	0	2104	0
  |   +-	std::ceil(float) (cmath:188)	0ns	0	526	0
  |   +-	std::pow(float, int) (cmath:426)	0ns	0	526	0
  |   +-	std::log(float) (cmath:361)	0ns	0	1052	0
  +-	cv::videostab::SparsePyrLkOptFlowEstimator::run(cv::_InputArray const&, cv::_InputArray const&, cv::_InputArray const&, cv::_OutputArray const&, cv::_OutputArray const&, cv::_OutputArray const&)	0ns	0	526	0
  | +-	parents	19.011us	1	526	0.6666667
  | | +-	cv::videostab::KeypointBasedMotionEstimator::estimate(cv::Mat const&, cv::Mat const&, bool*) (global_motion.cpp:686)	19.011us	1	526	0.6666667
  | +-	children	0ns	0	1052	0
  |   +-	cv::Size_<int>::Size_(cv::Size_<int> const&) (operations.hpp:1852)	0ns	0	526	0
  |   +-	cv::TermCriteria::TermCriteria(int, int, double) (operations.hpp:2507)	0ns	0	526	0
  +-	std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned int)	0ns	0	526	0
  | +-	children	0ns	0	526	0
  | | +-	std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) (stl_vector.h:168)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) (stl_vector.h:137)	0ns	0	526	0
  +-	std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  | | +-	std::vector<int, std::allocator<int> >::vector(unsigned int, int const&, std::allocator<int> const&) (stl_vector.h:294)	0ns	0	526	0
  | +-	children	0ns	0	1052	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned int) (stl_vector.h:180)	0ns	0	526	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) (stl_vector.h:91)	0ns	0	526	0
  +-	std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)	0ns	0	526	0
  | +-	children	0ns	0	526	0
  | | +-	std::allocator<int>::allocator(std::allocator<int> const&) (allocator.h:106)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) (stl_vector.h:136)	0ns	0	526	0
  +-	std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()	0ns	0	526	0
  | +-	children	0ns	0	526	0
  | | +-	std::allocator<int>::~allocator() (allocator.h:112)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::~_Vector_base() (stl_vector.h:162)	0ns	0	526	0
  +-	std::_Vector_base<int, std::allocator<int> >::~_Vector_base()	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  | | +-	std::vector<int, std::allocator<int> >::~vector() (stl_vector.h:404)	0ns	0	526	0
  | +-	children	0ns	0	1052	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) (stl_vector.h:172)	0ns	0	526	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() (stl_vector.h:80)	0ns	0	526	0
  +-	std::allocator<int>::allocator()	0ns	0	526	0
  | +-	parents	114.068us	6	526	4
  | | +-	cv::videostab::estimateGlobalMotionRansac(cv::_InputArray const&, cv::_InputArray const&, int, cv::videostab::RansacParams const&, float*, int*) (global_motion.cpp:366)	114.068us	6	526	4
  | +-	children	0ns	0	526	0
  |   +-	__gnu_cxx::new_allocator<int>::new_allocator() (new_allocator.h:69)	0ns	0	526	0
  +-	std::allocator<int>::allocator(std::allocator<int> const&)	0ns	0	526	0
  | +-	children	0ns	0	526	0
  | | +-	__gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) (new_allocator.h:71)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) (stl_vector.h:92)	0ns	0	526	0
  +-	std::ceil(float)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	cv::videostab::RansacParams::niters() const (motion_core.hpp:79)	0ns	0	526	0
  +-	std::pow(float, int)	0ns	0	526	0
  | +-	parents	0ns	0	526	0
  |   +-	cv::videostab::RansacParams::niters() const (motion_core.hpp:79)	0ns	0	526	0
